AgeClass,AgeY,RTL
A,4.361859142100208,0.8768637346791636
CH,0.02842888524999999,1.0803703703703704
FL,0.15641065134269688,1.0537640449438201
J,0.3004485388761062,0.9636283185840707
OFL,0.34910082429383893,0.9082464454976297
SA,0.8399182355456577,0.9005345211581285
