Collection_Num,BirdID,Sex,AgeY,AgeClass,BirthFPID,U_PlateID,RTL,Technician,Terr,FPID,mum,dad,MAC,PAC,BrF,BrM
501,6150,0,0.328767123,OFL,124,9_30,1.32,1,126,125,6028,3456,1.169863014,9.660273973,6028,3456
502,6155,1,0.328767123,OFL,124,9_33,0.59,1,127,125,5683,5837,3.397260274,2.257534247,5683,5774
503,6177,0,0.476712329,OFL,124,9_28,0.62,1,129,125,5524,4860,4.293150685,7.81369863,5524,4860
504,6177,0,0.328767123,OFL,124,9_29,0.58,1,129,125,5524,4860,4.293150685,7.81369863,5524,4860
505,6147,0,0.328767123,OFL,124,9_27,0.45,1,131,125,1707,5822,12.14246575,1.767123288,1707,1710
506,6147,0,0.504109589,OFL,124,9_2,1.56,1,131,125,1707,5822,12.14246575,1.767123288,1707,1710
507,6136,1,0.580821918,SA,124,9_21,1.12,1,15,125,3085,3456,9.284931507,9.643835616,3085,1729
508,6136,1,0.328767123,OFL,124,9_25,0.68,1,15,125,3085,3456,9.284931507,9.643835616,3085,1729
509,6149,1,0.564383562,OFL,124,9_27,0.48,1,20,125,1852,4890,10.47671233,7.490410959,1852,5595
510,6149,1,0.328767123,OFL,124,9_28,0.82,1,20,125,1852,4890,10.47671233,7.490410959,1852,5595
511,6178,1,0.476712329,OFL,124,9_29,1.82,1,22,125,1857,3087,10.5369863,9.515068493,1857,5453
512,6178,1,0.328767123,OFL,124,9_5,0.69,1,22,125,1857,3087,10.5369863,9.515068493,1857,5453
513,6160,0,0.547945205,SA,124,9_7,0.7,1,26,125,5833,5595,2.660273973,2.956164384,5833,5903
514,6160,0,0.328767123,OFL,124,9_21,0.62,1,26,125,5833,5595,2.660273973,2.956164384,5833,5903
515,6171,1,0.328767123,OFL,124,9_7,1.24,1,27.1,125,1824,5624,10.54246575,2.84109589,1824,6024
516,6171,1,0.498630137,OFL,124,9_25,0.67,1,27.1,125,1824,5624,10.54246575,2.84109589,1824,6024
517,6139,0,0.328767123,OFL,124,9_28,0.34,1,28.1,125,5766,4890,2.350684932,7.482191781,5766,4890
518,6144,1,0.561643836,SA,124,9_32,0.83,1,-2,125,5465,5513,4.435616438,4.224657534,4999,0
519,6144,1,0.328767123,OFL,124,9_29,1.09,1,-2,125,5465,5513,4.435616438,4.224657534,4999,0
520,6153,1,0.328767123,OFL,124,9_6,0.95,1,32.5,125,5611,5508,3.263013699,4.235616438,4973,1868
521,6153,1,0.430136986,OFL,124,9_16,0.58,1,32.5,125,5611,5508,3.263013699,4.235616438,4973,1868
522,6161,0,0.328767123,OFL,124,9_30,0.58,1,35.1,125,4896,1881,7.504109589,10.48767123,4896,5764
523,6145,0,0.328767123,OFL,124,9_30,0.5,1,41,125,5514,6019,4.224657534,1.189041096,5514,5321
524,6154,0,0.504109589,OFL,124,9_33,0.39,1,41,125,5514,5321,4.24109589,4.898630137,5514,5321
525,6145,0,0.520547945,OFL,124,9_25,0.52,1,41,125,5514,6019,4.224657534,1.189041096,5514,5321
526,6162,0,0.328767123,OFL,124,9_29,1.23,1,50,125,5543,5508,3.531506849,4.252054795,4917,5847
527,6166,1,0.512328767,OFL,124,9_8,0.94,1,50.1,125,5452,6029,4.673972603,1.194520548,5452,6029
528,6166,1,0.328767123,OFL,124,9_19,1.23,1,50.1,125,5452,6029,4.673972603,1.194520548,5452,6029
529,6148,0,0.328767123,OFL,124,9_16,0.69,1,51.2,125,5575,6018,3.471232877,1.202739726,5575,6018
530,6148,0,0.545205479,SA,124,9_14,0.48,1,51.2,125,5575,6018,3.471232877,1.202739726,5575,6018
531,6151,1,0.328767123,OFL,124,9_7,0.63,1,52.1,125,4958,1710,7.238356164,11.72876712,4958,5626
532,6151,1,0.536986301,OFL,124,9_19,0.9,1,52.1,125,4958,1710,7.238356164,11.72876712,4958,5626
533,6152,1,0.539726027,OFL,124,9_28,0.71,1,52.1,125,4958,5626,7.238356164,3.216438356,4958,5626
534,6152,1,0.328767123,OFL,124,9_32,0.53,1,52.1,125,4958,5626,7.238356164,3.216438356,4958,5626
535,6196,1,0.657534247,SA,124,9_31,0.85,1,94,125,5537,5626,4.030136986,3.038356164,5537,4947
536,6175,1,0.328767123,OFL,124,9_5,0.65,1,59.1,125,4904,5283,7.515068493,5.071232877,4904,5283
537,6175,1,0.534246575,OFL,124,9_27,1.11,1,59.1,125,4904,5283,7.515068493,5.071232877,4904,5283
538,6175,1,0.347945205,OFL,124,9_25,1.05,1,59.1,125,4904,5283,7.515068493,5.071232877,4904,5283
539,6141,0,0.328767123,OFL,124,9_30,0.46,1,8,125,1826,5780,10.49315068,2.147945205,1826,5780
540,6168,0,0.328767123,OFL,124,9_36,0.72,1,60.1,125,5608,4872,3.287671233,7.802739726,5608,4872
541,6064,0,0.164383562,FL,124,9_34,0.46,1,101,124,3606,5547,8.276712329,3.279452055,6061,5547
542,6187,0,0.369863014,OFL,124,9_29,1.48,1,-2,125,5282,5462,5.416438356,4.545205479,5282,5462
543,6158,1,0.55890411,OFL,124,9_13,0.88,1,77,125,5598,5077,3.610958904,6.802739726,0,5582
544,6158,1,0.328767123,OFL,124,9_3,0.59,1,77,125,5598,5077,3.610958904,6.802739726,0,5582
545,6140,1,0.509589041,OFL,124,9_1,0.56,1,78,125,5625,5820,3.232876712,1.931506849,5625,5820
546,6140,1,0.328767123,OFL,124,9_28,0.55,1,78,125,5625,5820,3.232876712,1.931506849,5625,5820
547,6140,1,0.547945205,SA,124,9_12,0.92,1,78,125,5625,5820,3.232876712,1.931506849,5625,5820
548,6142,1,0.567123288,OFL,124,9_10,0.69,1,8,125,5604,1607,3.254794521,12.61917808,5621,6011
549,6142,1,0.328767123,OFL,124,9_31,0.96,1,8,125,5604,1607,3.254794521,12.61917808,5621,6011
550,6146,1,0.578082192,OFL,124,9_22,1.24,1,81,125,5652,1533,3.095890411,14.44383562,5678,3486
551,6188,0,0.328767123,OFL,124,9_28,1.26,1,86,125,6022,5522,1.638356164,4.326027397,6022,5522
552,6176,1,0.328767123,OFL,124,9_26,0.76,1,87,125,4965,5643,7.353424658,3.230136986,4965,5643
553,6176,1,0.512328767,SA,124,9_11,2.08,1,87,125,4965,5643,7.353424658,3.230136986,4965,5643
554,6063,0,0.164383562,FL,124,9_32,0.65,1,87,124,4965,5643,7.090410959,2.967123288,4965,5643
555,6063,0,0.77260274,SA,124,9_9,0.54,1,87,125,4965,5643,7.090410959,2.967123288,4965,5643
556,6063,0,0.591780822,OFL,124,9_17,1.68,1,87,125,4965,5643,7.090410959,2.967123288,4965,5643
557,6185,0,0.328767123,OFL,124,9_30,0.59,1,92,125,5518,5528,4.334246575,4.293150685,5518,5456
558,6184,1,0.328767123,OFL,124,9_32,0.9,1,92,125,5518,5456,4.334246575,4.569863014,5518,5456
559,6183,1,0.328767123,OFL,124,9_28,0.55,1,93,125,3574,5650,8.556164384,2.545205479,3574,5650
560,6207,0,0.032876712,CH,125,9_31,1.58,1,120,125,5545,5638,3.997260274,3.21369863,5545,5638
561,6199,0,0.02739726,CH,125,9_34,1.98,1,122,125,5838,5820,2.367123288,2.389041096,5838,2991
562,6211,0,0.328767123,OFL,125,9_29,1.1,1,127,125,5683,5620,3.594520548,3.471232877,5683,5774
563,6205,1,0.02739726,CH,125,9_34,0.88,1,15,125,3085,6047,9.767123288,1.02739726,3085,1729
564,6210,1,0.328767123,OFL,125,9_30,1.55,1,18,125,5630,2966,3.060273973,10.15890411,5630,2966
565,6204,0,0.21369863,OFL,125,9_31,1.12,1,41,125,5641,5776,3.2,3,5641,5776
566,6202,1,0.02739726,CH,125,9_28,1.3,1,41.1,125,5613,5522,4.063013699,4.687671233,5613,5779
567,6191,0,0.035616438,CH,125,9_29,1.08,1,42,125,6048,4957,1.446575342,7.720547945,6048,6014
568,6213,1,0.328767123,OFL,125,9_31,1.08,1,46,125,5901,5776,1.904109589,2.884931507,5901,6019
569,6197,0,0.164383562,FL,125,9_30,1.46,1,47,125,5195,5764,6.221917808,2.6,5195,6212
570,6208,0,0.164383562,FL,125,9_29,1.92,1,50,125,4917,5847,7.810958904,2.75890411,4917,5847
571,6198,0,0.049315068,CH,125,9_30,1.2,1,52.1,125,4958,5626,7.663013699,3.64109589,4958,5626
572,6221,1,0.164383562,FL,125,9_29,1.29,1,53,125,5597,5602,3.638356164,3.652054795,5597,5602
573,6193,1,0.164383562,FL,125,9_29,1.24,1,6,125,1826,5780,10.7890411,2.443835616,1826,5780
574,6219,1,0.328767123,OFL,125,9_33,0.95,1,77.1,125,5212,5559,5.953424658,4.334246575,5212,5559
575,6200,1,0.164383562,FL,125,9_33,1.77,1,85,125,5596,5292,3.57260274,5.528767123,5596,1877
576,467,1,5.605479452,A,14,1_40,1.07,2,47,23,0,176,0,3.860273973,0,0
577,500,0,6.178082192,A,14,1_1,2.09,2,29,22,0,0,0,0,799,494
578,441,0,4.953424658,A,14,1_9,1.7,2,28,22,0,0,0,0,0,2843
579,441,0,12.01369863,A,14,2_7,1.22,2,28,34,0,0,0,0,0,2843
580,459,0,9.961643836,A,14,4_3,1.01,2,39,41,207,65,3.668493151,4.939726027,207,65
581,459,0,7.282191781,A,14,7_27,1.02,1,39,29,207,65,3.668493151,4.939726027,207,65
582,453,1,14.04657534,A,14,3_4,1.21,2,48,75,0,51,0,5.378082192,430,2541
583,453,1,16.9369863,A,14,7_27,0.26,1,48,92,0,51,0,5.378082192,430,2541
584,455,0,4.969863014,A,14,1_13,1.67,2,33.1,22,0,0,0,0,0,0
585,458,0,11.35068493,A,14,2_6,1.04,2,9,31,0,0,0,0,790,170
586,458,0,4.95890411,A,14,8_12,1.6,1,9,22,0,0,0,0,790,170
587,1017,0,3.890410959,A,14,2_2,1.19,2,77,21,0,0,0,0,34,0
588,450,0,6.446575342,A,14,7_38,0.39,1,57,26,0,0,0,0,800,0
589,450,0,6.726027397,A,14,1_23,1.01,2,57,27,0,0,0,0,800,0
590,442,0,2.835616438,A,14,7_31,1.37,1,30,19,0,0,0,0,0,200
591,477,1,4.953424658,A,14,1_12,1.13,2,86,22,0,0,0,0,0,0
592,476,0,7.304109589,A,14,8_5,0.61,1,86,29,0,0,0,0,0,0
593,544,1,10.44109589,A,16,4_14,0.91,2,103.1,31,0,0,0,0,2409,2408
594,544,1,9.994520548,A,16,4_41,0.66,2,103.1,30,0,0,0,0,2409,2408
595,605,1,4.035616438,A,16,8_7,0.62,1,111,22,213,176,4.961643836,4.77260274,468,0
596,663,0,6.378082192,A,16,8_7,0.64,1,88.1,29,213,331,4.991780822,4.802739726,468,0
597,504,0,5.561643836,A,16,1_22,0.46,2,3.1,26,0,0,0,0,2577,215
598,606,1,4.046575342,A,16,1_37,0.86,2,45,22,0,0,0,0,294,2343
599,507,1,10.14246575,A,16,2_23,0.93,2,23,30,0,0,0,0,294,2343
600,507,1,5.054794521,A,16,1_17,0.92,2,23,25,0,0,0,0,294,2343
601,503,0,10.01369863,A,16,4_12,0.73,2,25,30,0,0,0,0,2014,2128
602,503,0,14.05205479,A,16,7_30,0.74,1,25,82,0,0,0,0,2014,2128
603,498,1,4.320547945,A,16,1_30,1.09,2,98,23,0,0,0,0,2583,42
604,495,1,7.082191781,A,16,7_44,0.81,1,6,39,0,0,0,0,0,0
605,495,1,1.909589041,A,16,8_17,1.72,1,6,19,0,0,0,0,0,0
606,609,1,3.98630137,A,16,1_2,1.24,2,30.1,22,0,0,0,0,794,2588
607,609,1,1.909589041,A,16,2_24,0.94,2,31,19,0,0,0,0,794,2588
608,609,1,12.36986301,A,16,2_14,0.74,2,30.1,54,0,0,0,0,794,2588
609,609,1,9.063013699,A,16,8_26,0.85,1,30.1,41,0,0,0,0,794,2588
610,609,1,9.934246575,A,16,7_38,1.67,1,30.1,30,0,0,0,0,794,2588
611,604,0,1.923287671,A,16,2_21,0.53,2,33,19,0,0,0,0,0,0
612,510,1,2.97260274,A,16,2_17,0.64,2,42,21,462,465,0.863013699,0.863013699,462,465
613,557,1,6.126027397,A,16,1_24,1.08,2,41,28,0,448,0,0.906849315,0,0
614,608,0,2.97260274,A,16,2_2,0.99,2,42,21,163,448,5.249315068,0.871232877,0,0
615,628,0,3,A,16,2_17,0.58,2,52,21,0,0,0,0,0,0
616,628,0,4.063013699,A,16,1_13,0.9,2,52,22,0,0,0,0,0,0
617,522,0,4.632876712,A,16,1_15,1.99,2,58,23,0,0,0,0,2165,2596
618,522,0,2.956164384,A,16,7_46,0.96,1,58,21,0,0,0,0,2165,2596
619,499,1,4.052054795,A,16,8_3,0.64,1,9,22,0,0,0,0,2119,2118
620,595,0,11,A,16,4_16,1.08,2,6,34,0,0,0,0,2119,2118
621,595,0,1.909589041,A,16,7_45,0.67,1,6,19,0,0,0,0,2119,2118
622,632,1,5.783561644,A,16,1_23,0.79,2,60.1,27,0,0,0,0,168,473
623,632,1,7.054794521,A,16,1_27,0.74,2,60.1,39,0,0,0,0,168,473
624,525,1,1.969863014,A,16,2_2,1.06,2,67,19,0,0,0,0,2604,2605
625,525,1,6.084931507,A,16,1_24,1.06,2,67,28,0,0,0,0,2604,2605
626,525,1,4.024657534,A,16,8_5,0.86,1,67,22,0,0,0,0,2604,2605
627,528,0,4.580821918,A,16,1_15,1.34,2,71,23,64,178,5.868493151,4.789041096,64,178
628,637,1,3.980821918,A,16,1_4,1,2,72,22,0,0,0,0,2610,2611
629,497,1,7.082191781,A,16,1_27,0.99,2,5,39,0,0,0,0,443,200
630,497,1,4.016438356,A,16,1_36,1.21,2,5,22,0,0,0,0,443,200
631,497,1,14.15616438,A,16,6_14,0.42,1,5,82,0,0,0,0,443,200
632,509,1,4.58630137,A,16,1_30,1.06,2,107,23,0,0,0,0,329,298
633,509,1,1.964383562,A,16,2_21,0.52,2,123,19,0,0,0,0,329,298
634,596,0,4.016438356,A,16,1_35,0.81,2,5,22,297,478,4.424657534,0.852054795,329,298
635,602,1,5.139726027,A,16,8_11,0.76,1,84,25,0,75,0,5.77260274,0,0
636,638,0,5.150684932,A,16,8_13,0.72,1,85,25,0,0,0,0,2182,2181
637,676,1,6.331506849,A,16,8_11,1.13,1,87,29,0,0,0,0,0,0
638,677,0,3.969863014,A,16,1_35,1.06,2,95,22,0,0,0,0,0,0
639,859,0,4.046575342,A,17,8_19,0.75,1,10,25,0,0,0,0,0,0
640,847,1,6.139726027,A,17,8_38,1.23,1,94,39,0,0,0,0,0,0
641,1861,1,3.194520548,A,17,1_30,0.84,2,16,22,0,0,0,0,0,0
642,911,1,4.257534247,A,17,1_30,0.62,2,3,25,594,29,0.819178082,10.61643836,594,29
643,911,1,3.123287671,A,17,1_1,1.24,2,18,22,594,29,0.819178082,10.61643836,594,29
644,911,1,11.16164384,A,17,8_40,0.34,1,3,37,594,29,0.819178082,10.61643836,594,29
645,911,1,14.16164384,A,17,2_11,0.84,2,3,87,594,29,0.819178082,10.61643836,594,29
646,911,1,13.16164384,A,17,2_15,0.54,2,3,82,594,29,0.819178082,10.61643836,594,29
647,501,1,9.284931507,A,17,2_13,0.98,2,1.1,30,594,29,0.701369863,10.49863014,594,29
648,915,0,4.210958904,A,17,1_20,1.22,2,92.1,25,444,293,1.4,5.646575342,444,293
649,929,1,1,A,17,8_33,1.32,1,30,19,199,609,7.471232877,0.860273973,199,1686
650,932,0,3.073972603,A,17,7_30,0.96,1,37,22,308,216,3.783561644,5.821917808,308,216
651,932,0,5.479452055,A,17,7_25,0.68,1,37,29,308,216,3.783561644,5.821917808,308,216
652,921,1,9.04109589,A,17,7_41,0.71,1,33,30,459,465,1.742465753,1.742465753,462,465
653,921,1,3.136986301,A,17,1_8,1.18,2,33,22,459,465,1.742465753,1.742465753,462,465
654,917,1,3.717808219,A,17,1_14,1.08,2,64,23,469,453,1.739726027,1.742465753,0,0
655,828,1,3.15890411,A,17,1_10,1.89,2,35,22,466,51,0.739726027,7.17260274,561,467
656,832,0,9.55890411,A,17,2_23,0.7,2,56,31,0,0,0,0,0,523
657,776,1,3.101369863,A,17,7_39,0.64,1,81,22,0,0,0,0,168,632
658,858,0,6.095890411,A,17,1_31,2.37,2,62,39,0,0,0,0,0,0
659,865,1,4.073972603,A,17,1_19,1.94,2,54,25,0,0,0,0,639,0
660,912,0,3.126027397,A,17,1_2,1.5,2,1,22,64,178,6.717808219,5.638356164,64,178
661,912,0,10.18356164,A,17,2_7,1.35,2,1,34,64,178,6.717808219,5.638356164,64,178
662,849,1,4.589041096,A,17,1_31,0.2,2,69,26,0,540,0,0.863013699,0,0
663,849,1,4.123287671,A,17,1_18,1.51,2,69,25,0,540,0,0.863013699,0,0
664,927,0,3.556164384,A,17,1_13,1.71,2,1.1,23,0,562,0,0.81369863,2641,562
665,823,0,8.22739726,A,17,2_3,1.15,2,8,41,0,0,0,0,2641,562
666,927,0,9.136986301,A,17,7_44,0.42,1,1.1,30,0,562,0,0.81369863,2641,562
667,927,0,1,A,17,8_16,1.01,1,8,19,0,562,0,0.81369863,2641,562
668,823,0,5.531506849,A,17,7_42,0.52,1,8,29,0,0,0,0,2641,562
669,774,0,1,A,17,8_36,1.64,1,82,19,0,525,0,0.868493151,0,0
670,774,0,8.221917808,A,17,4_6,1.22,2,82,41,0,525,0,0.868493151,0,0
671,563,0,4.049315068,A,17,1_18,1.67,2,104,25,508,602,0.978082192,0.97260274,508,602
672,930,0,13.19452055,A,17,3_11,0.61,2,7,82,0,0,0,0,0,0
673,941,1,3.068493151,A,17,1_36,1.84,2,92.1,22,543,540,0.860273973,0.860273973,543,540
674,862,0,9.479452055,A,17,4_14,0.95,2,60.1,31,543,545,0.901369863,0.895890411,543,540
675,862,0,11.43287671,A,17,8_24,0.86,1,60.1,54,543,545,0.901369863,0.895890411,543,540
676,639,0,4.301369863,A,17,1_18,1.58,2,101.1,25,543,673,0.690410959,0.682191781,543,540
677,1043,0,7.109589041,A,19,2_4,0.87,2,108,41,0,0,0,0,680,559
678,1043,0,13.07123288,A,19,7_38,0.5,1,108,87,0,0,0,0,680,559
679,1043,0,2.068493151,A,19,7_38,1.07,1,108,22,0,0,0,0,680,559
680,1043,0,1,A,19,2_2,1.64,2,108,21,0,0,0,0,680,559
681,1043,0,10.40821918,A,19,2_14,0.46,2,84,54,0,0,0,0,680,559
682,951,0,1,A,19,2_17,0.38,2,59,21,457,507,2.835616438,1.926027397,457,22
683,951,0,2.065753425,A,19,1_10,1.34,2,59.1,22,457,507,2.835616438,1.926027397,457,22
684,949,0,8.865753425,A,19,8_17,1.68,1,41,34,524,856,1.997260274,1.04109589,524,634
685,886,1,4.279452055,A,19,8_4,1.1,1,27,29,502,215,2.046575342,6.997260274,502,215
686,868,1,3.126027397,A,19,1_20,1.25,2,11,25,169,507,6.756164384,1.936986301,169,21
687,868,1,2.62739726,A,19,1_15,1.24,2,11,23,169,507,6.756164384,1.936986301,169,21
688,1020,1,2.202739726,A,19,1_14,0.96,2,17,23,441,436,3.189041096,2.846575342,441,42
689,1020,1,6.860273973,A,19,2_4,0.98,2,17,41,441,436,3.189041096,2.846575342,441,42
690,1024,0,11.17260274,A,19,8_6,0.54,1,87,75,454,507,2.838356164,1.928767123,454,221
691,884,1,2.435616438,A,19,1_14,0.99,2,60,23,469,467,2.947945205,2.947945205,469,606
692,869,0,13.57260274,A,19,7_37,0.27,1,48,90,561,467,1.893150685,2.843835616,561,467
693,869,0,4.38630137,A,19,7_40,0.5,1,46.2,29,561,467,1.893150685,2.843835616,561,467
694,1041,1,2.021917808,A,19,1_10,1.51,2,53.1,22,0,881,0,0.865753425,630,2651
695,1018,1,0.657534247,SA,19,7_41,0.88,1,77,21,853,1862,1.295890411,5.290410959,853,881
696,1018,1,10.0739726,A,19,4_26,0.54,2,77,54,853,1862,1.295890411,5.290410959,853,881
697,1019,0,3.21369863,A,19,7_26,0.49,1,52.1,26,0,881,0,1.167123288,522,830
698,1019,0,0.657534247,SA,19,8_17,0.96,1,58,21,0,881,0,1.167123288,522,830
699,1022,0,4.054794521,A,19,7_34,0.69,1,75,29,0,0,0,0,505,75
700,1022,0,0.657534247,SA,19,2_19,0.47,2,75,21,0,0,0,0,505,75
701,1040,1,7.915068493,A,19,2_13,1.04,2,76,30,0,0,0,0,1017,834
702,1040,1,2.052054795,A,19,1_13,1.29,2,76,22,0,0,0,0,1017,834
703,1036,0,1,A,19,8_25,1.95,1,52,21,542,673,1.934246575,1.926027397,542,208
704,1163,1,0.657534247,SA,21,1_2,1.09,2,1,22,912,922,2.41369863,2.378082192,912,922
705,1218,0,6.115068493,A,21,2_4,1.1,2,26,41,0,547,0,2.956164384,2722,544
706,1218,0,1,A,21,1_32,1.94,2,103.1,22,0,547,0,2.956164384,2722,544
707,1042,0,1.060273973,A,21,7_42,1.05,1,9,22,1043,559,0.917808219,2.895890411,1043,559
708,1042,0,0.02739726,CH,21,8_23,2.42,1,108,21,1043,559,0.917808219,2.895890411,1043,559
709,1042,0,15.60821918,A,21,8_37,1.09,1,46,112,1043,559,0.917808219,2.895890411,1043,559
710,1042,0,1.005479452,A,21,8_10,1.08,1,28,22,1043,559,0.917808219,2.895890411,1043,559
711,1042,0,12.56164384,A,21,8_1,0.65,1,46,90,1043,559,0.917808219,2.895890411,1043,559
712,1042,0,6.063013699,A,21,2_3,1.22,2,46,41,1043,559,0.917808219,2.895890411,1043,559
713,1042,0,16.23287671,A,21,8_35,1.58,1,46,116,1043,559,0.917808219,2.895890411,1043,559
714,1042,0,15.16438356,A,21,7_32,0.62,1,46,105,1043,559,0.917808219,2.895890411,1043,559
715,1177,0,1,A,21,1_36,1.37,2,109,22,0,0,0,0,2699,824
716,1273,1,1,A,21,8_9,0.91,1,42,23,0,0,0,0,942,852
717,1247,0,1,A,21,2_12,0.98,2,17,23,0,0,0,0,1021,1020
718,1164,1,1,A,21,1_37,0.76,2,29,22,502,293,2.942465753,7.761643836,502,215
719,1165,1,8.095890411,A,21,2_7,0.98,2,28,34,924,220,2.035616438,7.854794521,924,220
720,1165,1,4.098630137,A,21,7_33,0.71,1,28,39,924,220,2.035616438,7.854794521,924,220
721,1165,1,6.205479452,A,21,8_31,0.53,1,28,41,924,220,2.035616438,7.854794521,924,220
722,1235,0,1,A,21,1_33,1.84,2,21,22,0,1039,0,1.01369863,1055,1039
723,1045,1,0.02739726,CH,21,7_27,0.67,1,25,21,503,470,2.989041096,3.893150685,503,470
724,1045,1,2.77260274,A,21,1_23,0.78,2,60,27,503,470,2.989041096,3.893150685,503,470
725,1049,0,0.02739726,CH,21,7_42,0.68,1,29,21,500,494,5.17260274,6.008219178,500,494
726,1049,0,6.983561644,A,21,7_35,0.62,1,81,30,500,494,5.17260274,6.008219178,500,494
727,1156,1,1,A,21,1_2,1.49,2,32,22,454,216,3.854794521,7.895890411,454,221
728,1186,0,3.126027397,A,21,1_37,0.65,2,50.1,28,604,603,2.967123288,2.967123288,604,921
729,1186,0,4.046575342,A,21,1_26,0.85,2,50.1,39,604,603,2.967123288,2.967123288,604,921
730,1030,1,1.164383562,SA,21,1_37,0.94,2,39,22,459,947,3.81369863,1.821917808,462,947
731,1169,1,1,A,21,1_36,0.99,2,104.2,22,558,557,2.920547945,2.920547945,449,557
732,1130,0,1,A,21,1_38,1.12,2,42,22,163,510,8.295890411,2.994520548,850,510
733,1130,0,2.024657534,A,21,1_19,1.71,2,55,25,163,510,8.295890411,2.994520548,850,510
734,1274,1,1.569863014,A,21,1_20,1.09,2,34,25,0,0,0,0,827,176
735,1274,1,1,A,21,1_30,0.99,2,34,23,0,0,0,0,827,176
736,1032,1,4.104109589,A,21,1_26,0.85,2,43,39,827,606,2.021917808,2.901369863,827,176
737,1032,1,0.02739726,CH,21,7_28,1.17,1,46,21,827,606,2.021917808,2.901369863,827,176
738,1188,1,5.838356164,A,21,7_38,0.8,1,50,41,878,879,2.252054795,2.249315068,878,879
739,1188,1,6.635616438,A,21,7_33,0.74,1,50,30,878,879,2.252054795,2.249315068,878,879
740,1200,0,9.150684932,A,21,2_14,0.6,2,34.5,37,878,453,1.912328767,3.884931507,878,879
741,1188,1,5.682191781,A,21,2_3,1.09,2,50,41,878,879,2.252054795,2.249315068,878,879
742,1188,1,5.745205479,A,21,2_3,0.95,2,50,41,878,879,2.252054795,2.249315068,878,879
743,1187,1,10.58082192,A,21,2_18,0.73,2,3.1,77,596,497,3.306849315,3.306849315,596,497
744,1187,1,12.14520548,A,21,2_23,0.36,2,3.1,90,596,497,3.306849315,3.306849315,596,497
745,1187,1,10.6739726,A,21,2_10,0.5,2,3.1,82,596,497,3.306849315,3.306849315,596,497
746,1187,1,2.202739726,A,21,1_22,0.56,2,3.1,26,596,497,3.306849315,3.306849315,596,497
747,1187,1,9.632876712,A,21,2_9,1.22,2,3.1,75,596,497,3.306849315,3.306849315,596,497
748,1187,1,11.66575342,A,21,2_15,0.53,2,3.1,87,596,497,3.306849315,3.306849315,596,497
749,1187,1,11.15616438,A,21,2_11,0.87,2,3.1,85,596,497,3.306849315,3.306849315,596,497
750,1062,1,2.512328767,A,21,1_22,0.86,2,68,26,835,860,2.076712329,1.989041096,835,860
751,1062,1,0.038356164,CH,21,8_22,1.08,1,51.1,21,835,860,2.076712329,1.989041096,835,860
752,1047,1,2.761643836,A,21,1_23,0.9,2,78,27,0,0,0,0,628,1037
753,1047,1,0.953424658,SA,21,1_36,1.16,2,54,22,0,0,0,0,628,1037
754,1158,0,6.115068493,A,21,2_4,0.48,2,52.1,41,0,881,0,1.852054795,0,0
755,1158,0,1.953424658,A,21,1_16,1.39,2,52.1,25,0,881,0,1.852054795,0,0
756,1196,1,4.035616438,A,21,7_43,0.81,1,59.1,39,522,1015,2.969863014,1.01369863,522,1015
757,1196,1,12.48767123,A,21,2_19,0.52,2,59.1,90,522,1015,2.969863014,1.01369863,522,1015
758,1061,1,1.02739726,A,21,1_33,0.99,2,52,22,595,215,3.005479452,7.956164384,595,495
759,1031,1,10.98356164,A,21,2_10,1.02,2,51.1,82,168,605,6.890410959,2.901369863,168,831
760,1031,1,6.073972603,A,21,2_3,0.74,2,51.1,41,168,605,6.890410959,2.901369863,168,831
761,1031,1,0.02739726,CH,21,8_18,1.76,1,60,21,168,605,6.890410959,2.901369863,168,831
762,1031,1,1.575342466,SA,21,7_37,0.81,1,60,23,168,605,6.890410959,2.901369863,168,831
763,1051,0,0.02739726,CH,21,8_17,1.27,1,62,21,858,857,2.035616438,2.035616438,858,857
764,1051,0,1.493150685,A,21,1_38,1.47,2,40,23,858,857,2.035616438,2.035616438,858,857
765,1195,0,0.657534247,SA,21,1_10,1.42,2,63,22,0,854,0,2.35890411,855,854
766,1199,1,7.065753425,A,21,2_6,0.76,2,75,30,862,854,1.980821918,1.994520548,862,864
767,1185,1,1,A,21,7_37,0.46,1,111,22,862,854,2,2.01369863,862,864
768,1199,1,1,A,21,1_8,1.53,2,85,22,862,854,1.980821918,1.994520548,862,864
769,1199,1,9.380821918,A,21,2_14,0.56,2,75,54,862,854,1.980821918,1.994520548,862,864
770,1243,1,0.657534247,SA,21,1_33,2.19,2,60.1,22,862,857,2.424657534,2.432876712,862,864
771,1199,1,10.10958904,A,21,2_9,1.31,2,75,75,862,854,1.980821918,1.994520548,862,864
772,1225,0,0.657534247,SA,21,8_8,1.09,1,70,22,635,636,3.339726027,3.339726027,635,636
773,1063,1,0.02739726,CH,21,8_23,1.98,1,71,21,528,178,2.964383562,7.805479452,64,178
774,1211,1,1,A,21,1_29,1.11,2,73,22,0,547,0,2.953424658,670,0
775,1193,0,8.008219178,A,21,2_14,0.85,2,33.1,34,0,0,0,0,2714,539
776,1193,0,11.11506849,A,21,2_10,1.32,2,33.1,82,0,0,0,0,2714,539
777,1166,1,7.123287671,A,21,2_6,1.01,2,20,31,0,0,0,0,505,75
778,1166,1,3.742465753,A,21,1_27,1.13,2,26.1,39,0,0,0,0,505,75
