Collection_Num,BirdID,Sex,AgeY,AgeClass,BirthFPID,U_PlateID,RTL,Technician,Terr,FPID,mum,dad,MAC,PAC,BrF,BrM
1,5511,0,0.246575342,J,103,9_3,1.06,1,10,104,4863,1762,3.920547945,7.443835616,4863,1762
2,5559,1,3.597260274,A,103,9_1,0.52,1,77.1,122,1716,1877,7.416438356,6.235616438,1716,4892
3,5559,1,4.715068493,A,103,9_28,1.07,1,77.1,125,1716,1877,7.416438356,6.235616438,1716,4892
4,5559,1,0.657534247,SA,103,9_2,0.99,1,111,104,1716,1877,7.416438356,6.235616438,1716,4892
5,5527,1,0.328767123,OFL,103,9_3,1.02,1,131,104,4936,1710,3.452054795,7.778082192,1707,1710
6,5539,1,1.964383562,A,103,9_12,0.36,1,9,110,4961,5167,3.123287671,2.109589041,4961,5167
7,5539,1,0.657534247,SA,103,9_20,0.61,1,133,104,4961,5167,3.123287671,2.109589041,4961,5167
8,5536,0,1.252054795,A,103,9_23,0.93,1,2,105,1763,3093,7.756164384,5.356164384,1763,4829
9,5536,0,0.328767123,OFL,103,9_16,0.47,1,2,104,1763,3093,7.756164384,5.356164384,1763,4829
10,5536,0,4.249315068,A,103,9_19,0.96,1,2,125,1763,3093,7.756164384,5.356164384,1763,4829
11,5536,0,3.471232877,A,103,9_22,0.66,1,134,122,1763,3093,7.756164384,5.356164384,1763,4829
12,5541,1,0.657534247,SA,103,9_23,0.97,1,30.2,104,1854,1543,6.260273973,10.63561644,0,1029
13,5533,0,0.328767123,OFL,103,9_9,0.95,1,35,104,1361,1698,11.55068493,8.484931507,1361,1698
14,5549,0,2.589041096,A,103,9_6,0.49,1,130,116,5123,4934,2.432876712,3.224657534,1042,1577
15,5549,0,0.657534247,SA,103,9_8,0.37,1,130,104,5123,4934,2.432876712,3.224657534,1042,1577
16,5509,1,1.315068493,SA,103,9_21,0.84,1,112,105,5123,1577,2.671232877,9.895890411,1042,1577
17,5509,1,0.328767123,OFL,103,9_28,0.82,1,46,104,5123,1577,2.671232877,9.895890411,1042,1577
18,5562,0,0.328767123,OFL,103,9_11,1.41,1,5,104,1605,4939,9.443835616,3.931506849,1605,4939
19,5573,0,0.657534247,SA,103,9_3,0.74,1,51.2,104,5168,1031,2.164383562,13.50684932,5168,1031
20,5573,0,1.676712329,A,103,9_21,1.03,1,51.2,105,5168,1031,2.164383562,13.50684932,5168,1031
21,5538,1,0.657534247,SA,103,9_10,1.27,1,56,104,3567,1604,4.915068493,9.046575342,3567,1604
22,5534,0,0.328767123,OFL,103,9_6,1.01,1,58,104,2963,3089,6.109589041,5.334246575,2978,3089
23,5534,0,1.471232877,SA,103,9_21,1.42,1,58,105,2963,3089,6.109589041,5.334246575,2978,3089
24,5512,0,0.328767123,OFL,103,9_15,1.53,1,9,104,3500,1762,4.917808219,7.361643836,0,2988
25,5499,1,0.164383562,FL,103,9_21,0.58,1,94,103,3451,1801,4.64109589,6.978082192,3451,1801
26,5556,1,0.02739726,CH,104,9_24,0.81,1,1,104,5160,4854,2.794520548,4.24109589,5160,1750
27,5553,0,1.101369863,A,104,9_17,0.8,1,51.1,105,4863,1762,4.254794521,7.778082192,4863,1762
28,5553,0,0.043835616,CH,104,9_1,0.7,1,10,104,4863,1762,4.254794521,7.778082192,4863,1762
29,5553,0,1.353424658,A,104,9_22,1.12,1,51.1,110,4863,1762,4.254794521,7.778082192,4863,1762
30,5606,1,1.238356164,A,104,9_5,0.22,1,68,112,5324,3458,1.64109589,5.673972603,5324,1869
31,5574,0,0.024657534,CH,104,9_7,1.14,1,101,104,5324,1494,1.438356164,11.03835616,5324,1869
32,5606,1,3.78630137,A,104,9_9,0.82,1,69,125,5324,3458,1.64109589,5.673972603,5324,1869
33,5606,1,0.657534247,SA,104,9_17,0.71,1,68,105,5324,3458,1.64109589,5.673972603,5324,1869
34,5574,0,1.298630137,A,104,9_20,0.99,1,101,110,5324,1494,1.438356164,11.03835616,5324,1869
35,5652,0,1.084931507,SA,104,9_20,0.58,1,102,112,5075,5000,4.063013699,4.150684932,5075,5000
36,5652,0,0.657534247,SA,104,9_10,0.8,1,102,105,5075,5000,4.063013699,4.150684932,5075,5000
37,5547,1,2.517808219,A,104,9_33,0.76,1,68,118,5217,1869,2.169863014,6.97260274,4861,5116
38,5547,1,3.465753425,A,104,9_22,1.06,1,68,124,5217,1869,2.169863014,6.97260274,4861,5116
39,5547,1,0.032876712,CH,104,9_7,0.88,1,103.1,104,5217,1869,2.169863014,6.97260274,4861,5116
40,5547,1,0.893150685,SA,104,9_18,0.99,1,103.1,105,5217,1869,2.169863014,6.97260274,4861,5116
41,5547,1,1.852054795,A,104,9_14,0.52,1,68,116,5217,1869,2.169863014,6.97260274,4861,5116
42,5593,0,0.657534247,SA,104,9_2,1.64,1,103.1,105,5217,1494,2.405479452,11.24109589,4861,5116
43,5625,0,0.657534247,SA,104,9_24,0.36,1,108,105,5531,4957,1.238356164,4.024657534,5531,4957
44,5625,0,2.216438356,A,104,9_11,0.73,1,78,118,5531,4957,1.238356164,4.024657534,5531,4957
45,5625,0,1.254794521,A,104,9_21,1.09,1,78,112,5531,4957,1.238356164,4.024657534,5531,4957
46,5625,0,2.619178082,A,104,9_2,0.96,1,78,122,5531,4957,1.238356164,4.024657534,5531,4957
47,5625,0,3.824657534,A,104,9_9,0.55,1,78,125,5531,4957,1.238356164,4.024657534,5531,4957
48,5561,1,1.378082192,A,104,9_14,0.62,1,25,110,3517,5333,4.928767123,1.142465753,3517,5333
49,5561,1,0.098630137,FL,104,9_15,0.75,1,111,104,3517,5333,4.928767123,1.142465753,3517,5333
50,5597,0,3.810958904,A,104,9_14,1.01,1,53,125,1716,1877,8.252054795,7.071232877,1716,4892
51,5597,0,2.805479452,A,104,9_13,0.76,1,53,122,1716,1877,8.252054795,7.071232877,1716,4892
52,5597,0,3.854794521,A,104,9_27,0.47,1,53,125,1716,1877,8.252054795,7.071232877,1716,4892
53,5597,0,0.657534247,SA,104,9_1,0.82,1,116,105,1716,1877,8.252054795,7.071232877,1716,4892
54,5683,0,3.756164384,A,104,9_14,0.7,1,127,125,5162,5077,3.624657534,3.347945205,5162,5077
55,5683,0,3.021917808,A,104,9_7,1.08,1,127,122,5162,5077,3.624657534,3.347945205,5162,5077
56,5683,0,1,A,104,9_11,1.09,1,127,105,5162,5077,3.624657534,3.347945205,5162,5077
57,5683,0,2.838356164,A,104,9_1,0.59,1,127,122,5162,5077,3.624657534,3.347945205,5162,5077
58,5552,0,0.043835616,CH,104,9_1,0.98,1,120,104,4883,1801,3.953424658,7.605479452,4883,5254
59,5554,1,1.309589041,A,104,9_12,0.62,1,78.1,110,5268,2991,2.6,6.668493151,5268,2991
60,5542,0,1.860273973,A,104,9_23,0.3,1,135,116,3569,2966,4.912328767,6.369863014,3569,3456
61,5542,0,0.035616438,CH,104,9_3,1.01,1,126,104,3569,2966,4.912328767,6.369863014,3569,3456
62,5546,0,0.024657534,CH,104,9_28,1.23,1,131,104,4936,1731,3.824657534,7.983561644,1707,1710
63,5589,0,0.657534247,SA,104,9_18,0.35,1,-2,105,3085,1729,5.975342466,9.117808219,3085,1729
64,5584,0,1.906849315,A,104,9_3,1.44,1,28.1,116,3086,5204,5.97260274,2.4,1763,5204
65,5584,0,3.695890411,A,104,9_21,1.14,1,58,125,3086,5204,5.97260274,2.4,1763,5204
66,5584,0,0.657534247,SA,104,9_15,0.64,1,2,105,3086,5204,5.97260274,2.4,1763,5204
67,5642,0,2.663013699,A,104,9_24,0.83,1,11,122,1852,3456,7.24109589,6.424657534,1852,5071
68,5642,0,0.657534247,SA,104,9_8,0.74,1,11,105,1852,3456,7.24109589,6.424657534,1852,5071
69,5642,0,1.775342466,A,104,9_11,1.79,1,11,116,1852,3456,7.24109589,6.424657534,1852,5071
70,5591,1,1.109589041,SA,104,9_25,0.5,1,33.1,110,5163,5072,3.408219178,3.493150685,5163,5072
71,5631,1,0.657534247,SA,104,9_9,0.94,1,30.2,105,5163,5072,3.479452055,3.564383562,5163,5072
72,5591,1,0.657534247,SA,104,9_1,0.45,1,33.1,105,5163,5072,3.408219178,3.493150685,5163,5072
73,5544,0,0.030136986,CH,104,9_20,0.84,1,24,104,3497,1611,5.320547945,10.01643836,3497,1611
74,5679,1,3.676712329,A,104,9_14,0.55,1,26.5,125,0,0,0,0,1824,5220
75,5679,1,0.657534247,SA,104,9_16,1,1,26.5,105,0,0,0,0,1824,5220
76,5557,1,0.873972603,SA,104,9_1,0.9,1,2,105,3462,3093,5.276712329,5.734246575,3462,3093
77,5557,1,1.068493151,SA,104,9_3,0.89,1,2,105,3462,3093,5.276712329,5.734246575,3462,3093
78,5557,1,0.038356164,CH,104,9_7,0.89,1,29,104,3462,3093,5.276712329,5.734246575,3462,3093
79,5655,1,0.657534247,SA,104,9_3,0.86,1,30.1,105,5119,5235,3.367123288,2.569863014,5119,5235
80,5611,0,0.657534247,SA,104,9_5,0.66,1,32.5,105,4973,1868,3.893150685,7.194520548,4973,1868
81,5611,0,3.643835616,A,104,9_14,0.82,1,32.5,125,4973,1868,3.893150685,7.194520548,4973,1868
82,5565,0,0.024657534,CH,104,9_26,1.04,1,33,104,2985,5072,6.739726027,3.287671233,1765,1752
83,5550,1,0.032876712,CH,104,9_27,0.56,1,33.1,104,4896,1881,3.939726027,6.923287671,4896,2990
84,5614,1,0.657534247,SA,104,9_34,0.34,1,35,105,3094,5170,6.117808219,2.975342466,3094,5170
85,5610,0,0.808219178,SA,104,9_15,0.55,1,39,105,2968,1577,7.057534247,10.55342466,2968,5240
86,5610,0,0.657534247,SA,104,6_10,0.83,1,39,105,2968,1577,7.057534247,10.55342466,2968,5240
87,5634,0,2.178082192,A,104,9_33,1.06,1,108,118,3022,1616,6.917808219,10.01917808,3022,3696
88,5634,0,0.657534247,SA,104,9_19,0.8,1,42,105,3022,1616,6.917808219,10.01917808,3022,3696
89,5634,0,3.602739726,A,104,9_22,0.34,1,108,125,3022,1616,6.917808219,10.01917808,3022,3696
90,5633,0,0.657534247,SA,104,9_20,0.69,1,42,105,3022,3696,6.912328767,5.967123288,3022,3696
91,5640,0,0.657534247,SA,104,9_25,0.58,1,41,105,3453,1744,6.071232877,9.161643836,3453,1744
92,5640,0,3.580821918,A,104,9_13,0.55,1,41,125,3453,1744,6.071232877,9.161643836,3453,1744
93,5612,1,1.583561644,A,104,9_14,0.84,1,130,116,1827,1744,7.830136986,9.109589041,1827,4934
94,5612,1,0.657534247,SA,104,9_8,0.67,1,130,105,1827,1744,7.830136986,9.109589041,1827,4934
95,5612,1,2.832876712,A,104,9_26,0.11,1,130,122,1827,1744,7.830136986,9.109589041,1827,4934
96,5636,0,0.657534247,SA,104,9_22,0.54,1,42,105,5336,5290,1.553424658,2.084931507,5336,5290
97,5636,0,1.506849315,A,104,9_32,0.94,1,42,116,5336,5290,1.553424658,2.084931507,5336,5290
98,5564,0,0.865753425,SA,104,9_17,1.2,1,49,105,5224,1881,2.191780822,6.95890411,5224,1881
99,5564,0,0.024657534,CH,104,9_20,1.4,1,49,104,5224,1881,2.191780822,6.95890411,5224,1881
100,5564,0,3.098630137,A,104,9_14,0.66,1,116,122,5224,1881,2.191780822,6.95890411,5224,1881
101,5592,0,0.890410959,SA,104,9_20,0.68,1,1.1,105,1605,3519,9.936986301,5.183561644,1605,4939
102,5620,1,3.882191781,A,104,9_13,0.42,1,133,125,0,0,0,0,1605,4939
103,5620,1,1.624657534,A,104,9_7,0.93,1,5,116,0,0,0,0,1605,4939
104,5620,1,0.657534247,SA,104,9_13,0.14,1,5,105,0,0,0,0,1605,4939
105,5592,0,0.657534247,SA,104,9_19,0.32,1,1.1,105,1605,3519,9.936986301,5.183561644,1605,4939
106,5620,1,0.846575342,SA,104,9_24,0.51,1,5,105,0,0,0,0,1605,4939
107,5543,0,0.920547945,SA,104,9_5,1.08,1,50,105,4917,4860,3.876712329,4.18630137,4917,5144
108,5543,0,1.920547945,A,104,9_6,0.62,1,50,116,4917,4860,3.876712329,4.18630137,4917,5144
109,5543,0,2.123287671,A,104,9_16,0.92,1,50,116,4917,4860,3.876712329,4.18630137,4917,5144
110,5543,0,0.021917808,CH,104,9_8,1.45,1,50,104,4917,4860,3.876712329,4.18630137,4917,5144
111,5609,0,1,A,104,9_16,1.27,1,50.1,105,0,0,0,0,1805,5334
112,5609,0,1.454794521,A,104,9_24,0.72,1,50.1,110,0,0,0,0,1805,5334
113,5575,0,0.052054795,FL,104,9_25,0.7,1,51.1,104,5168,1731,2.77260274,8.032876712,5168,0
114,5575,0,3.857534247,A,104,9_26,0.59,1,51.2,125,5168,1731,2.77260274,8.032876712,5168,0
115,5575,0,1.068493151,SA,104,9_11,0.75,1,78.1,105,5168,1731,2.77260274,8.032876712,5168,0
116,5575,0,4.057534247,A,104,9_7,0.82,1,51.2,125,5168,1731,2.77260274,8.032876712,5168,0
117,5575,0,2.947945205,A,104,9_16,0.78,1,51.2,122,5168,1731,2.77260274,8.032876712,5168,0
118,5545,0,2.939726027,A,104,9_2,1.41,1,120,122,2989,1710,6.35890411,8.156164384,2989,4887
119,5545,0,0.019178082,CH,104,9_20,0.57,1,51.2,104,2989,1710,6.35890411,8.156164384,2989,4887
120,5608,0,0.657534247,SA,104,9_23,0.68,1,64,105,4958,4888,3.917808219,4.169863014,4958,4888
121,5678,0,2.060273973,A,104,9_25,0.82,1,81,118,4958,4888,4.120547945,4.37260274,4958,4888
122,5678,0,0.657534247,SA,104,9_27,0.92,1,52.1,105,4958,4888,4.120547945,4.37260274,4958,4888
123,5608,0,0.715068493,SA,104,9_10,0.63,1,64,105,4958,4888,3.917808219,4.169863014,4958,4888
124,5608,0,2.263013699,A,104,9_27,1.21,1,64,118,4958,4888,3.917808219,4.169863014,4958,4888
125,5586,1,1.904109589,A,104,9_5,1.41,1,53.1,116,1803,1802,8.178082192,8.180821918,1803,1802
126,5582,1,2.224657534,A,104,9_18,0.67,1,77,118,3516,2991,5.504109589,6.893150685,1803,1802
127,5602,1,3.824657534,A,104,9_13,0.75,1,53,125,1803,1542,8.178082192,11.0630137,1803,1802
128,5602,1,3.898630137,A,104,9_21,0.52,1,53,125,1803,1542,8.178082192,11.0630137,1803,1802
129,5582,1,0.863013699,SA,104,9_22,0.81,1,77,105,3516,2991,5.504109589,6.893150685,1803,1802
130,5602,1,3.646575342,A,104,9_21,1,1,53,125,1803,1542,8.178082192,11.0630137,1803,1802
131,5582,1,0.657534247,SA,104,9_24,0.4,1,77,105,3516,2991,5.504109589,6.893150685,1803,1802
132,5586,1,0.904109589,SA,104,9_3,0.76,1,53.1,105,1803,1802,8.178082192,8.180821918,1803,1802
133,5551,1,1.331506849,A,104,9_21,1.16,1,56,110,3567,1604,5.594520548,9.726027397,3567,1604
134,5551,1,0.024657534,CH,104,9_9,1.31,1,56,104,3567,1604,5.594520548,9.726027397,3567,1604
135,5581,1,0.657534247,SA,104,9_23,0.89,1,1.1,105,1491,5285,11.2109589,2.326027397,1491,5285
136,5760,0,1,A,104,9_12,0.82,1,29,110,2978,3089,7.473972603,6.060273973,2978,3089
137,5635,0,2.747945205,A,104,9_7,1.02,1,133,122,1826,911,7.306849315,16.52876712,1826,1499
138,5635,0,0.953424658,SA,104,9_9,0.78,1,6,110,1826,911,7.306849315,16.52876712,1826,1499
139,5635,0,0.657534247,SA,104,9_13,0.58,1,6,105,1826,911,7.306849315,16.52876712,1826,1499
140,5598,0,1,A,104,9_26,0.32,1,77,105,1826,1499,6.854794521,10.84931507,1826,1499
141,5626,1,0.808219178,SA,104,9_26,0.42,1,52.1,105,3595,5249,5.178082192,2.904109589,3595,5292
142,5626,1,2.84109589,A,104,9_23,0.71,1,52.1,122,3595,5249,5.178082192,2.904109589,3595,5292
143,5626,1,0.657534247,SA,104,9_27,0.49,1,52.1,105,3595,5249,5.178082192,2.904109589,3595,5292
144,5626,1,3.597260274,A,104,9_22,1.05,1,52.1,125,3595,5249,5.178082192,2.904109589,3595,5292
145,5555,1,0.016438356,CH,104,9_1,0.51,1,65,104,4935,3454,3.915068493,5.78630137,4935,4948
146,5563,1,0.019178082,CH,104,9_10,0.83,1,67,104,3604,5118,4.926027397,3.62739726,3604,1533
147,5567,1,0.021917808,CH,104,9_2,0.66,1,67,104,3604,3454,4.923287671,5.797260274,3604,1533
148,5613,0,1.950684932,A,104,9_3,0.49,1,41.1,116,3518,3486,4.857534247,5.005479452,3518,3454
149,5587,1,0.879452055,SA,104,9_16,0.72,1,69,105,3518,3454,5.208219178,6.008219178,3518,3454
150,5587,1,0.657534247,SA,104,9_19,1.04,1,69,105,3518,3454,5.208219178,6.008219178,3518,3454
151,5613,0,1,A,104,9_18,1.08,1,41.1,105,3518,3486,4.857534247,5.005479452,3518,3454
152,5613,0,3.065753425,A,104,9_23,1.05,1,41.1,122,3518,3486,4.857534247,5.005479452,3518,3454
153,5583,1,0.657534247,SA,104,9_8,0.92,1,73,105,0,0,0,0,5128,3458
154,5583,1,2.82739726,A,104,9_17,0.95,1,103.1,122,0,0,0,0,5128,3458
155,5607,0,0.863013699,SA,104,9_13,0.23,1,20,105,1580,1542,10.36712329,11.06849315,1580,3643
156,5607,0,0.657534247,SA,104,9_24,0.2,1,20,105,1580,1542,10.36712329,11.06849315,1580,3643
157,5548,1,0.04109589,CH,104,9_13,1.09,1,78,104,3444,1731,5.531506849,7.98630137,3444,1731
158,5588,1,0.657534247,SA,104,9_7,0.6,1,8,105,4964,911,3.980821918,16.40273973,4964,1607
159,5621,0,1.309589041,A,104,9_27,0.4,1,8,112,0,0,0,0,4964,1607
160,5588,1,1.605479452,A,104,9_19,0.63,1,30,116,4964,911,3.980821918,16.40273973,4964,1607
161,5588,1,2.906849315,A,104,9_15,0.45,1,30,122,4964,911,3.980821918,16.40273973,4964,1607
162,5621,0,2.871232877,A,104,9_17,0.64,1,8,122,0,0,0,0,4964,1607
163,5560,1,0.024657534,CH,104,9_6,1.34,1,82.1,104,3698,1489,5.665753425,11.02465753,3698,1489
164,5571,1,0.02739726,CH,104,9_14,1.19,1,82.1,104,5242,1489,2.071232877,11.03835616,3698,1489
165,5596,0,0.657534247,SA,104,9_17,0.64,1,85,105,3596,5292,5.156164384,1.904109589,3596,1877
166,5596,0,1.290410959,SA,104,9_15,0.51,1,85,112,3596,5292,5.156164384,1.904109589,3596,1877
167,5616,0,0.657534247,SA,104,9_18,0.69,1,126,105,3596,1877,5.145205479,7.063013699,3596,1877
168,5540,1,0.901369863,SA,104,9_20,0.47,1,87,105,4965,1616,3.767123288,9.684931507,5323,1616
169,5540,1,1.01369863,SA,104,9_24,0.52,1,87,105,4965,1616,3.767123288,9.684931507,5323,1616
170,5540,1,0.035616438,CH,104,9_23,0.8,1,87,104,4965,1616,3.767123288,9.684931507,5323,1616
171,5540,1,1.312328767,A,104,9_16,0.69,1,87,110,4965,1616,3.767123288,9.684931507,5323,1616
172,5643,1,3.183561644,A,104,9_26,0.72,1,87,124,5277,5240,2.071232877,2.616438356,5277,4933
173,5643,1,3.610958904,A,104,9_15,0.52,1,87,125,5277,5240,2.071232877,2.616438356,5277,4933
174,5643,1,1.794520548,A,104,9_1,0.2,1,87,116,5277,5240,2.071232877,2.616438356,5277,4933
175,5643,1,0.657534247,SA,104,9_22,0.56,1,87.1,105,5277,5240,2.071232877,2.616438356,5277,4933
176,5643,1,2.701369863,A,104,9_35,0.26,1,87,122,5277,5240,2.071232877,2.616438356,5277,4933
177,5643,1,1.531506849,A,104,9_15,0.26,1,87,116,5277,5240,2.071232877,2.616438356,5277,4933
178,5604,0,0.747945205,SA,104,9_6,0.8,1,8,105,5284,1762,1.928767123,8.016438356,5284,2988
179,5604,0,3.673972603,A,104,9_22,0.63,1,8,125,5284,1762,1.928767123,8.016438356,5284,2988
180,5604,0,0.657534247,SA,104,9_15,1.1,1,8,105,5284,1762,1.928767123,8.016438356,5284,2988
181,5604,0,1.306849315,SA,104,9_21,0.41,1,8,112,5284,1762,1.928767123,8.016438356,5284,2988
182,5604,0,2.638356164,A,104,9_26,0.51,1,8,122,5284,1762,1.928767123,8.016438356,5284,2988
183,5605,1,0.657534247,SA,104,9_22,0.76,1,94.2,105,3002,5269,6.890410959,2.334246575,3002,5269
184,5605,1,0.876712329,A,104,6_10,0.53,1,94.2,105,3002,5269,6.890410959,2.334246575,3002,5269
185,5605,1,1.619178082,A,104,9_2,0.39,1,94.1,116,3002,5269,6.890410959,2.334246575,3002,5269
186,5572,1,0.019178082,CH,104,9_1,1.14,1,94,104,3451,1801,5.336986301,7.673972603,3451,1801
187,5566,0,0.038356164,CH,104,9_18,0.65,1,94.2,104,1617,2974,10.01917808,6.471232877,1617,1494
188,5590,1,2.578082192,A,105,9_17,0.74,1,29,122,5517,3093,1.243835616,6.279452055,5267,2960
189,5590,1,0.526027397,SA,105,9_15,0.4,1,1.1,105,5517,3093,1.243835616,6.279452055,5267,2960
190,5590,1,1.378082192,A,105,9_7,0.92,1,29,116,5517,3093,1.243835616,6.279452055,5267,2960
191,5590,1,1.991780822,A,105,9_34,1.91,1,29,118,5517,3093,1.243835616,6.279452055,5267,2960
192,5590,1,2.416438356,A,105,9_10,1.33,1,29,122,5517,3093,1.243835616,6.279452055,5267,2960
193,5680,1,0.328767123,OFL,105,9_9,0.94,1,2,105,5517,3093,1.463013699,6.498630137,5267,2960
194,5590,1,1.542465753,A,105,9_22,0.5,1,29,116,5517,3093,1.243835616,6.279452055,5267,2960
195,5590,1,0.328767123,OFL,105,9_24,0.37,1,1.1,105,5517,3093,1.243835616,6.279452055,5267,2960
196,5684,1,0.164383562,FL,105,9_21,1.59,1,1.1,105,5267,2960,3.534246575,7.767123288,5267,2960
197,5682,1,0.164383562,FL,105,9_5,0.75,1,10,105,5320,1762,3.021917808,8.726027397,5320,1762
198,5637,0,0.024657534,CH,105,9_17,1.15,1,101,105,5324,1494,2.380821918,11.98082192,5324,1869
199,5686,0,0.901369863,SA,105,9_25,0.82,1,103.1,116,5217,5000,3.112328767,4.706849315,4861,5116
200,5686,0,0.164383562,FL,105,9_11,0.83,1,103.1,105,5217,5000,3.112328767,4.706849315,4861,5116
201,5650,1,0.02739726,CH,105,9_23,0.6,1,104,105,5132,2974,4.575342466,7.482191781,5132,5498
202,5650,1,1.904109589,A,105,9_12,0.47,1,93,122,5132,2974,4.575342466,7.482191781,5132,5498
203,5776,1,1.643835616,A,105,9_18,0.65,1,39,118,5132,5121,4.389041096,3.775342466,5132,5498
204,5776,1,0.657534247,SA,105,9_25,0.76,1,39,112,5132,5121,4.389041096,3.775342466,5132,5498
205,5776,1,3.153424658,A,105,9_23,0.65,1,39,125,5132,5121,4.389041096,3.775342466,5132,5498
206,5776,1,2.052054795,A,105,9_16,1.34,1,44,122,5132,5121,4.389041096,3.775342466,5132,5498
207,5641,0,3.465753425,A,105,9_24,0.93,1,39,125,3517,5077,5.605479452,3.882191781,3517,5333
208,5641,0,0.328767123,OFL,105,9_13,1.01,1,111,105,3517,5077,5.605479452,3.882191781,3517,5333
209,5641,0,2.252054795,A,105,9_17,0.68,1,39,122,3517,5077,5.605479452,3.882191781,3517,5333
210,5641,0,1.835616438,A,105,9_22,0.52,1,6,118,3517,5077,5.605479452,3.882191781,3517,5333
211,5775,1,0.246575342,J,105,9_6,1.18,1,116,112,1716,5334,9.260273973,2.583561644,1716,4892
212,5775,1,0.843835616,SA,105,9_7,0.89,1,116,116,1716,5334,9.260273973,2.583561644,1716,4892
213,5782,1,0.657534247,SA,105,9_16,0.63,1,117,112,5162,5077,4.378082192,4.101369863,5162,5077
214,5773,0,0.246575342,J,105,9_5,0.79,1,121,112,5511,2974,1.531506849,7.695890411,5511,2974
215,5756,0,0.328767123,OFL,105,9_20,0.7,1,122,110,5562,2991,1.230136986,7.665753425,5562,2991
216,5836,1,2.106849315,A,105,9_2,1.07,1,123,122,0,5453,0,1.838356164,3594,5453
217,5836,1,1,A,105,9_17,1.37,1,123,116,0,5453,0,1.838356164,3594,5453
218,5595,1,1.271232877,A,105,9_20,1.03,1,20,116,1707,1604,9.150684932,10.27123288,1707,1710
219,5595,1,2.42739726,A,105,9_21,0.32,1,20,122,1707,1604,9.150684932,10.27123288,1707,1710
220,5595,1,3.323287671,A,105,9_10,0.87,1,20,125,1707,1604,9.150684932,10.27123288,1707,1710
221,5595,1,2.580821918,A,105,9_8,0.78,1,20,122,1707,1604,9.150684932,10.27123288,1707,1710
222,5595,1,0.328767123,OFL,105,9_2,0.92,1,131,105,1707,1604,9.150684932,10.27123288,1707,1710
223,5629,1,0.019178082,CH,105,9_6,0.99,1,131,105,1707,1710,9.57260274,9.153424658,1707,1710
224,5629,1,0.164383562,FL,105,9_23,0.46,1,131,105,1707,1710,9.57260274,9.153424658,1707,1710
225,5595,1,0.956164384,SA,105,9_26,0.48,1,131,112,1707,1604,9.150684932,10.27123288,1707,1710
226,5624,1,3.183561644,A,105,9_25,0.31,1,6.5,125,5533,5167,1.021917808,3.443835616,5339,5167
227,5624,1,0.843835616,SA,105,9_3,1.26,1,6.5,112,5533,5167,1.021917808,3.443835616,5339,5167
228,5624,1,0.246575342,J,105,9_27,0.94,1,133,105,5533,5167,1.021917808,3.443835616,5339,5167
229,5619,0,0.545205479,SA,105,9_10,0.64,1,15,105,3085,1729,6.309589041,9.452054795,3085,1729
230,5619,0,0.328767123,OFL,105,9_18,0.62,1,15,105,3085,1729,6.309589041,9.452054795,3085,1729
231,5585,1,0.465753425,J,105,9_9,0.72,1,18,105,5164,2966,3.391780822,7.04109589,5164,2966
232,5835,1,0.657534247,SA,105,9_13,1.03,1,18,116,5164,2966,3.95890411,7.608219178,5164,2966
233,5835,1,2.884931507,A,105,9_9,0.8,1,24,125,5164,2966,3.95890411,7.608219178,5164,2966
234,5835,1,0.893150685,SA,105,9_35,0.42,1,18,116,5164,2966,3.95890411,7.608219178,5164,2966
235,5747,1,0.328767123,OFL,105,9_9,0.56,1,18,110,5164,2966,3.734246575,7.383561644,5164,2966
236,5585,1,0.246575342,J,105,9_24,0.68,1,18,105,5164,2966,3.391780822,7.04109589,5164,2966
237,5835,1,2.701369863,A,105,9_7,0.84,1,24,125,5164,2966,3.95890411,7.608219178,5164,2966
238,5585,1,1.21369863,A,105,9_12,0.62,1,51.2,116,5164,2966,3.391780822,7.04109589,5164,2966
239,5774,1,1.695890411,A,105,9_10,1.08,1,127,122,1763,3456,9.375342466,7.35890411,1763,5557
240,5774,1,2.61369863,A,105,9_13,0.64,1,127,125,1763,3456,9.375342466,7.35890411,1763,5557
241,5774,1,0.246575342,J,105,9_18,1.45,1,51.2,112,1763,3456,9.375342466,7.35890411,1763,5557
242,5786,1,0.564383562,J,105,9_23,0.19,1,-2,116,1763,2966,9.416438356,7.695890411,1763,5557
243,5786,1,0.246575342,J,105,9_3,1.37,1,15,112,1763,2966,9.416438356,7.695890411,1763,5557
244,5615,0,0.328767123,OFL,105,9_22,0.54,1,25,105,3490,3087,5.917808219,6.463013699,3490,3087
245,5615,0,0.410958904,SA,105,9_2,1.17,1,11,105,3490,3087,5.917808219,6.463013699,3490,3087
246,5833,0,1.635616438,A,105,9_26,1.23,1,21,118,3490,3087,6.208219178,6.753424658,3490,3087
247,5833,0,1.268493151,A,105,9_9,1.15,1,21,116,3490,3087,6.208219178,6.753424658,3490,3087
248,5833,0,3.260273973,A,105,9_18,0.75,1,26,125,3490,3087,6.208219178,6.753424658,3490,3087
249,5833,0,1,A,105,9_1,0.72,1,21,116,3490,3087,6.208219178,6.753424658,3490,3087
250,5645,1,0.049315068,CH,105,9_9,2.07,1,23,105,5163,5072,4.161643836,4.246575342,5163,5072
251,5758,1,0.328767123,OFL,105,9_10,0.81,1,26,110,1864,5275,8.002739726,2.81369863,1864,1542
